20 -1505607.32407
24 -1505606.44800
46 -1505578.90300
66 -1505575.57500
73 -1505553.66900
82 -1505509.46200
101 -1505489.04300
147 -1505484.90900
175 -1505467.75800
279 -1505467.75800
