20 -1505607.32187
23 -1505575.25177
25 -1505521.48884
31 -1505497.30718
40 -1505489.44089
50 -1505481.27356
79 -1505473.58818
81 -1505463.56233
109 -1505460.44348
210 -1505460.44348
