20 -1505607.32407
24 -1505606.44800
45 -1505578.90300
66 -1505575.57500
73 -1505553.66900
82 -1505509.46200
109 -1505503.49000
149 -1505484.90900
170 -1505468.90882
342 -1505460.76800
719 -1505459.91000
891 -1505453.04500
1005 -1505453.04500
