20 -1505607.32407
25 -1505606.44800
28 -1505595.78400
46 -1505545.12300
120 -1505540.47100
129 -1505515.26800
160 -1505500.24700
278 -1505496.45600
319 -1505486.15600
397 -1505484.86000
424 -1505466.56500
493 -1505462.44000
611 -1505458.82300
861 -1505455.41600
953 -1505447.80100
1005 -1505447.80100
