250 -47306.52909
5 -47315.61552
60 -47313.30912
164 -47311.37785
215 -47310.88518
255 -47310.70642
284 -47310.28256
300 -47309.94383
335 -47308.05204
605 -47308.04016
725 -47307.52489
775 -47307.42969
894 -47306.52909
1004 -47306.52909
