20 -17966.65930
38 -17964.73236
40 -17963.85496
58 -17959.97936
90 -17959.80572
95 -17956.54306
123 -17954.63349
138 -17952.75990
146 -17952.73745
209 -17952.65998
343 -17952.59836
443 -17952.11137
534 -17952.04392
544 -17951.65202
605 -17950.51388
618 -17949.50230
677 -17948.96709
790 -17948.96625
801 -17948.95863
874 -17948.93446
883 -17948.83245
897 -17948.83157
900 -17946.83349
988 -17946.13784
1005 -17946.13784
