1 -17981.57400
2 -17966.65900
38 -17964.73200
40 -17963.85500
58 -17959.97900
90 -17959.80600
95 -17956.54300
123 -17954.63300
138 -17952.76000
146 -17952.73700
209 -17952.66000
343 -17952.59800
443 -17952.11100
534 -17952.04400
544 -17951.65200
605 -17950.51400
618 -17949.50200
677 -17948.96700
790 -17948.96600
801 -17948.95900
874 -17948.93400
883 -17948.83200
897 -17948.83200
900 -17946.83300
988 -17946.13800
1005 -17946.13800
